"participant"	"rhymeTarget"	"item"	"coupletOrder"	"conditionLabel"	"vowelFirst"	"durationVowelFirst"	"vowelSecond"	"durationVowelSecond"	"rhymeRating"	"question"	"poa"	"manner"	"rhymeMatch"	"rhymeText"	"cohortSize"	"trial"	"file"
"529"	"1155"	"his"	"20"	"VoicedFirst"	"voice"	"IH1"	0.18	"IH1"	0.13	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"kiss"	"A perfect rose, you give them his \nOf god or mortals, by this kiss"	12	37	"hrlaura4_1155_20_2.wav"
"530"	"1146"	"his"	"20"	"VoicedFirst"	"voice"	"IH1"	0.2	"IH1"	0.15	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"kiss"	"A perfect rose, you give them his \nOf god or mortals, by this kiss"	12	43	"hrlaura4_1146_20_2.wav"
"531"	"970"	"his"	"20"	"VoicedFirst"	"voice"	"IH1"	0.18	"IH1"	0.1	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"kiss"	"A perfect rose, you give them his \nOf god or mortals, by this kiss"	12	72	"hrlaura4_970_20_2.wav"
"532"	"1149"	"indeed"	"85"	NA	"good"	"IY1"	0.26	"IY1"	0.22	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	53	"hrlaura4_1149_85_1.wav"
"533"	"970"	"indeed"	"85"	NA	"good"	"IY1"	0.19	"IY1"	0.15	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	7	"hrlaura4_970_85_1.wav"
"534"	"336"	"indeed"	"85"	NA	"good"	"IY1"	0.29	"IY1"	0.27	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	36	"hrlaura4_336_85_1.wav"
"535"	"1134"	"indeed"	"85"	NA	"good"	"IY1"	0.2	"IY1"	0.22	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	53	"hrlaura4_1134_85_1.wav"
"536"	"1146"	"indeed"	"85"	NA	"good"	"IY1"	0.24	"IY1"	0.23	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	28	"hrlaura4_1146_85_1.wav"
"537"	"1123"	"indeed"	"85"	NA	"good"	"IY1"	0.23	"IY1"	0.08	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	16	"hrlaura4_1123_85_1.wav"
"538"	"602"	"indeed"	"85"	NA	"good"	"IY1"	0.24	"IY1"	0.23	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	9	"hrlaura4_602_85_1.wav"
"539"	"944"	"indeed"	"85"	NA	"good"	"IY1"	0.22	"IY1"	0.15	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	64	"hrlaura4_944_85_1.wav"
"540"	"1153"	"indeed"	"85"	NA	"good"	"IY1"	0.22	"IY1"	0.19	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	24	"hrlaura4_1153_85_1.wav"
"541"	"870"	"indeed"	"85"	NA	"good"	"IY1"	0.23	"IY1"	0.2	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	29	"hrlaura4_870_85_1.wav"
"542"	"1136"	"indeed"	"85"	NA	"good"	"IY1"	0.24	"IY1"	0.23	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	29	"hrlaura4_1136_85_1.wav"
"543"	"1155"	"indeed"	"85"	NA	"good"	"IY1"	0.21	"IY1"	0.21	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	74	"hrlaura4_1155_85_1.wav"
"544"	"1094"	"indeed"	"85"	NA	"good"	"IY1"	0.22	"IY1"	0.07	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	65	"hrlaura4_1094_85_1.wav"
"545"	"974"	"indeed"	"85"	NA	"good"	"IY1"	0.24	"IY1"	0.23	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	6	"hrlaura4_974_85_1.wav"
"546"	"1139"	"indeed"	"85"	NA	"good"	"IY1"	0.26	"IY1"	0.21	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	40	"hrlaura4_1139_85_1.wav"
"547"	"990"	"indeed"	"85"	NA	"good"	"IY1"	0.24	"IY1"	0.18	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"succeed"	"It seems too much like a fate, indeed! \nThough I do my best I shall scarce succeed"	49	16	"hrlaura4_990_85_1.wav"
"548"	"1137"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.3	"AE1"	0.13	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	82	"hrlaura4_1137_9_2.wav"
"549"	"776"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.26	"AE1"	0.07	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	83	"hrlaura4_776_9_2.wav"
"550"	"1148"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.24	"AE1"	0.08	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	33	"hrlaura4_1148_9_2.wav"
"551"	"1154"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.27	"AE1"	0.13	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	64	"hrlaura4_1154_9_2.wav"
"552"	"1133"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.28	"AE1"	0.1	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	9	"hrlaura4_1133_9_2.wav"
"553"	"945"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.17	"AE1"	0.03	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	72	"hrlaura4_945_9_2.wav"
"554"	"1152"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.32	"AE1"	0.16	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	43	"hrlaura4_1152_9_2.wav"
"555"	"1017"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.29	"AE1"	0.19	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	62	"hrlaura4_1017_9_2.wav"
"556"	"930"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.18	"AE1"	0.05	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	24	"hrlaura4_930_9_2.wav"
"557"	"1135"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.21	"AE1"	0.14	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	84	"hrlaura4_1135_9_2.wav"
"558"	"1116"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.26	"AE1"	0.09	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	58	"hrlaura4_1116_9_2.wav"
"559"	"1138"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.18	"AE1"	0.21	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	85	"hrlaura4_1138_9_2.wav"
"560"	"924"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.22	"AE1"	0.1	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	40	"hrlaura4_924_9_2.wav"
"561"	"1079"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.19	"AE1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	21	"hrlaura4_1079_9_2.wav"
"562"	"1140"	"jag"	"9"	"VoicedFirst"	"voice"	"AE1"	0.21	"AE1"	0.07	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"dorsal"	"stop"	"crack"	"The lightning fell with not one jag \nLike waters shot from some high crack"	23	71	"hrlaura4_1140_9_2.wav"
"563"	"1116"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.13	"IH1"	0.12	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	40	"hrlaura4_1116_3_2.wav"
"564"	"945"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.14	"IH1"	0.06	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	82	"hrlaura4_945_3_2.wav"
"565"	"1140"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.12	"IH1"	0.1	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	69	"hrlaura4_1140_3_2.wav"
"566"	"930"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.14	"IH1"	0.08	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	42	"hrlaura4_930_3_2.wav"
"567"	"1137"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.19	"IH1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	85	"hrlaura4_1137_3_2.wav"
"568"	"776"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.14	"IH1"	0.13	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	22	"hrlaura4_776_3_2.wav"
"569"	"1138"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.15	"IH1"	0.09	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	72	"hrlaura4_1138_3_2.wav"
"570"	"1079"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.09	"IH1"	0.07	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	84	"hrlaura4_1079_3_2.wav"
"571"	"1152"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.18	"IH1"	0.15	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	54	"hrlaura4_1152_3_2.wav"
"572"	"1133"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.18	"IH1"	0.09	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	21	"hrlaura4_1133_3_2.wav"
"573"	"1135"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.19	"IH1"	0.04	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	58	"hrlaura4_1135_3_2.wav"
"574"	"924"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.17	"IH1"	0.1	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	14	"hrlaura4_924_3_2.wav"
"575"	"1154"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.17	"IH1"	0.12	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	3	"hrlaura4_1154_3_2.wav"
"576"	"1148"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.17	"IH1"	0.08	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	74	"hrlaura4_1148_3_2.wav"
"577"	"1017"	"jib"	"3"	"VoicedFirst"	"voice"	"IH1"	0.13	"IH1"	0.12	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"ship"	"With horrid warning on the jib \nI saw their starv'd lips in the ship"	11	43	"hrlaura4_1017_3_2.wav"
"578"	"1017"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.26	"OY1"	0.18	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	29	"hrlaura4_1017_17_2.wav"
"579"	"1116"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.23	"OY1"	0.21	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	22	"hrlaura4_1116_17_2.wav"
"580"	"1137"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.3	"OY1"	0.16	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	12	"hrlaura4_1137_17_2.wav"
"581"	"1133"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.28	"OY1"	0.17	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	61	"hrlaura4_1133_17_2.wav"
"582"	"1135"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.23	"OY1"	0.21	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	54	"hrlaura4_1135_17_2.wav"
"583"	"1079"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.19	"OY1"	0.14	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	76	"hrlaura4_1079_17_2.wav"
"584"	"1152"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.3	"OY1"	0.15	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	15	"hrlaura4_1152_17_2.wav"
"585"	"930"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.19	"OY1"	0.13	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	11	"hrlaura4_930_17_2.wav"
"586"	"1138"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.2	"OY1"	0.25	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	7	"hrlaura4_1138_17_2.wav"
"587"	"924"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.24	"OY1"	0.16	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	29	"hrlaura4_924_17_2.wav"
"588"	"1154"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.24	"OY1"	0.21	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	43	"hrlaura4_1154_17_2.wav"
"589"	"945"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.27	"OY1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	6	"hrlaura4_945_17_2.wav"
"590"	"1148"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.16	"OY1"	0.09	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	12	"hrlaura4_1148_17_2.wav"
"591"	"1140"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.16	"OY1"	0.2	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	23	"hrlaura4_1140_17_2.wav"
"592"	"776"	"joys"	"17"	"VoicedFirst"	"voice"	"OY1"	0.22	"OY1"	0.18	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"voice"	"So making all the vales of joys \nGave thee such a tender voice"	NA	32	"hrlaura4_776_17_2.wav"
"593"	"1017"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH1"	0.07	"IH1"	0.18	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	8	"hrlaura4_1017_20_1.wav"
"594"	"776"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH0"	0.07	"IH1"	0.24	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	21	"hrlaura4_776_20_1.wav"
"595"	"1152"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH1"	0.09	"IH1"	0.21	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	74	"hrlaura4_1152_20_1.wav"
"596"	"1140"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH1"	0.09	"IH0"	0.05	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	40	"hrlaura4_1140_20_1.wav"
"597"	"1079"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH0"	0.05	"IH1"	0.1	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	42	"hrlaura4_1079_20_1.wav"
"598"	"1148"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH0"	0.07	"IH1"	0.14	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	77	"hrlaura4_1148_20_1.wav"
"599"	"930"	"kiss"	"20"	"VoicelessFirst"	"voice"	"IH0"	0.05	"IH1"	0.11	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"coronal"	"fricative"	"his"	"Of god or mortals, by this kiss \nA perfect rose, you give them his"	13	72	"hrlaura4_930_20_1.wav"
