id	gender	word	v	c1	c2	syldur	cdur	vdur	precbound	folbound	speechrate	fromstart	fromend	speaker	func	folacc	voic
85_tu_peux	F	tu	y	t	p	67	67	0	2	-	8.99087	0	1	F07L	f	TRUE	FALSE
861_si_tu	M	si	i	s	t	131	131	0	2	-	7.48343	0	3	M17R	f	FALSE	FALSE
865_si_tu	M	si	i	s	t	143	143	0	2	-	6.2666	0	2	M20L	f	FALSE	FALSE
870_qui_concerne	F	qui	i	k	k	78	23	55	-	-	7.08231	1	4	F03L	f	FALSE	TRUE
876_qui_menaçaient	M	qui	i	k	m	132	110	22	1	-	8.34958	0	3	M23L	f	FALSE	TRUE
888_qui_travaillent	M	qui	i	k	t	124	66	58	-	-	7.03784	2	5	M09L	f	FALSE	TRUE
889_qui_nous	M	qui	i	k	n	131	109	22	1	-	6.28567	0	4	M09L	f	FALSE	TRUE
8_profiterai	F	profiterai	i	f	t	147	147	0	-	-	5.94233	3	2	F06R	c	FALSE	FALSE
8_qui_couraient	F	qui	i	k	k	165	134	31	1	-	6.91006	0	2	F12L	f	FALSE	TRUE
904_si_tu	M	si	i	s	t	170	146	24	1	-	7.23023	0	10	M22L	f	FALSE	TRUE
905_si_tu	M	si	i	s	t	103	69	34	2	-	8.46625	0	4	M18R	f	FALSE	TRUE
909_qui_quoi	M	qui	i	k	k	113	76	37	2	-	5.57327	0	1	M11L	f	TRUE	TRUE
90_tu_peux	F	tu	y	t	p	52	52	0	2	-	7.44686	0	8	F04L	f	FALSE	FALSE
911_si_tu	F	si	i	s	t	167	109	58	2	-	4.71127	0	3	F16R	f	FALSE	TRUE
91_étudiants	M	étudiants	y	t	d	162	119	43	-	1	5.75489	3	1	M09L	c	TRUE	TRUE
921_qui_te	M	qui	i	k	t	154	105	49	1	-	6.28357	0	1	M19R	f	TRUE	TRUE
932_si_par	F	si	i	s	p	151	110	41	2	-	6.45969	0	3	F04R	f	FALSE	TRUE
93_si_t_	F	si	i	s	t	115	76	39	-	-	7.29121	2	3	F06R	f	FALSE	TRUE
94_tu_parles	F	tu	y	t	p	103	91	12	2	-	7.94833	0	1	F10L	f	TRUE	TRUE
953_si_tu	F	si	i	s	t	145	113	32	2	-	5.7678	0	2	F10R	f	FALSE	TRUE
957_si_tu	M	si	i	s	t	107	107	0	1	-	10.75574	0	10	M20R	f	FALSE	FALSE
962_qui_présentait	F	qui	i	k	p	130	113	17	1	-	6.23002	0	3	F06R	f	FALSE	TRUE
96_étudiants	F	étudiants	y	t	d	135	116	19	-	1	7.02758	2	1	F06R	c	TRUE	TRUE
970_qui_peut	M	qui	i	k	p	68	38	30	-	-	6.02263	1	3	M11R	f	FALSE	TRUE
978_si_tu	F	si	i	s	t	103	103	0	2	-	10.46272	0	2	F16L	f	FALSE	FALSE
97_fumeur	M	fumeur	y	f	m	154	101	53	-	2	6.15462	3	1	M09L	c	TRUE	TRUE
98_efficace	M	efficace	i	f	k	146	127	19	-	2	5.20545	3	1	M23R	c	TRUE	TRUE
997_si_tu	M	si	i	s	t	80	80	0	2	-	5.50808	0	3	M23R	f	FALSE	FALSE
99_écoutez	M	écoutez	u	k	t	135	110	25	-	1	11.74897	2	1	M09R	c	TRUE	TRUE
9_tu_me	F	tu	y	t	m	140	140	0	2	-	5.64863	0	2	F13L	f	FALSE	FALSE
